date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:19:51	3184/3184	---MCZ	200	added ('OK')	text/css	date:Sat,%2018%20Jan%202020%2007:49:32%20GMT	http://ibrahimduniya.xyz/wp-content/plugins/yoo-slider/css/viewer/owl-carousel/assets/owl.carousel.css?ver=5.3.2	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/plugins/yoo-slider/css/viewer/owl-carousel/assets/owl.carousel9dff.css	(from http://ibrahimduniya.xyz/)
19:19:51	6507/6507	---MCZ	200	added ('OK')	text/css	date:Sat,%2018%20Jan%202020%2007:49:32%20GMT	http://ibrahimduniya.xyz/wp-content/plugins/yoo-slider/css/viewer/owl-carousel/layout.css?ver=5.3.2	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/plugins/yoo-slider/css/viewer/owl-carousel/layout9dff.css	(from http://ibrahimduniya.xyz/)
19:19:52	60578/60578	---MCZ	200	added ('OK')	text/css	date:Sat,%2018%20Jan%202020%2007:49:32%20GMT	http://ibrahimduniya.xyz/wp-content/plugins/yoo-slider/css/viewer/owl-carousel/animate.css?ver=5.3.2	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/plugins/yoo-slider/css/viewer/owl-carousel/animate9dff.css	(from http://ibrahimduniya.xyz/)
19:19:52	16077/16077	---MCZ	200	added ('OK')	text/css	date:Sat,%2018%20Jan%202020%2007:49:32%20GMT	http://ibrahimduniya.xyz/wp-content/plugins/yoo-slider/css/gks-main-front.css?ver=5.3.2	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/plugins/yoo-slider/css/gks-main-front9dff.css	(from http://ibrahimduniya.xyz/)
19:19:52	117245/117245	---MCZ	200	added ('OK')	text/css	date:Sat,%2001%20Dec%202018%2017:40:54%20GMT	http://ibrahimduniya.xyz/wp-content/themes/Newspaper/assets/css/bootstrap.css?ver=5.3.2	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/themes/Newspaper/assets/css/bootstrap9dff.css	(from http://ibrahimduniya.xyz/)
19:19:52	52885/52885	---M-Z	200	added ('OK')	text/css	date:Sat,%2001%20Dec%202018%2014:55:42%20GMT	http://ibrahimduniya.xyz/wp-content/plugins/js_composer/assets/lib/bower/animate-css/animate.min.css?ver=5.1.1	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/plugins/js_composer/assets/lib/bower/animate-css/animate.min3c21.css	(from http://ibrahimduniya.xyz/)
19:19:53	2974/2974	---MCZ	200	added ('OK')	text/css	date:Sat,%2001%20Dec%202018%2017:40:54%20GMT	http://ibrahimduniya.xyz/wp-content/themes/Newspaper/assets/css/lightbox.css?ver=5.3.2	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/themes/Newspaper/assets/css/lightbox9dff.css	(from http://ibrahimduniya.xyz/)
19:19:53	13138/13138	---MCZ	200	added ('OK')	text/css	date:Sat,%2001%20Dec%202018%2017:40:54%20GMT	http://ibrahimduniya.xyz/wp-content/themes/Newspaper/assets/css/style.css?ver=5.3.2	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/themes/Newspaper/assets/css/style9dff.css	(from http://ibrahimduniya.xyz/)
19:19:53	138/138	---MCZ	200	added ('OK')	text/css	date:Mon,%2025%20Feb%202019%2005:17:57%20GMT	http://ibrahimduniya.xyz/wp-content/plugins/easy-table/themes/minimal/style.css?ver=1.8	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/plugins/easy-table/themes/minimal/style4b1d.css	(from http://ibrahimduniya.xyz/)
19:19:55	459328/459328	---MCZ	200	added ('OK')	text/css	date:Sat,%2001%20Dec%202018%2014:55:42%20GMT	http://ibrahimduniya.xyz/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.1.1	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/plugins/js_composer/assets/css/js_composer.min3c21.css	(from http://ibrahimduniya.xyz/)
19:19:59	886358/886358	---MCZ	200	added ('OK')	text/css	date:Sun,%2002%20Dec%202018%2003:13:10%20GMT	http://ibrahimduniya.xyz/wp-content/themes/Newspaper/style.css?ver=7.8.1	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/themes/Newspaper/styled03b.css	(from http://ibrahimduniya.xyz/)
19:19:59	10056/10056	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2020%20May%202016%2015:41:28%20GMT	http://ibrahimduniya.xyz/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-includes/js/jquery/jquery-migrate.min330a.js	(from http://ibrahimduniya.xyz/)
19:20:00	24/24	---M--	200	added ('OK')	application/javascript	date:Sat,%2007%20Sep%202019%2008:13:51%20GMT	http://ibrahimduniya.xyz/wp-content/plugins/portfolio-wp/js/crp-main-front.js?ver=5.3.2	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/plugins/portfolio-wp/js/crp-main-front9dff.js	(from http://ibrahimduniya.xyz/)
19:20:00	3845/3845	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2007%20Sep%202019%2008:13:51%20GMT	http://ibrahimduniya.xyz/wp-content/plugins/portfolio-wp/js/crp-helper.js?ver=5.3.2	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/plugins/portfolio-wp/js/crp-helper9dff.js	(from http://ibrahimduniya.xyz/)
19:20:01	8051/8051	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2007%20Sep%202019%2008:13:51%20GMT	http://ibrahimduniya.xyz/wp-content/plugins/portfolio-wp/js/crp-tiled-layer.js?ver=5.3.2	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/plugins/portfolio-wp/js/crp-tiled-layer9dff.js	(from http://ibrahimduniya.xyz/)
19:20:02	14756/14756	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2007%20Sep%202019%2008:13:51%20GMT	http://ibrahimduniya.xyz/wp-content/plugins/portfolio-wp/js/jquery/jquery.modernizr.js?ver=5.3.2	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/plugins/portfolio-wp/js/jquery/jquery.modernizr9dff.js	(from http://ibrahimduniya.xyz/)
19:20:02	9565/9565	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2007%20Sep%202019%2008:13:51%20GMT	http://ibrahimduniya.xyz/wp-content/plugins/portfolio-wp/js/crp-fs-viewer.js?ver=5.3.2	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/plugins/portfolio-wp/js/crp-fs-viewer9dff.js	(from http://ibrahimduniya.xyz/)
19:20:03	19259/19259	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2007%20Sep%202019%2008:13:51%20GMT	http://ibrahimduniya.xyz/wp-content/plugins/portfolio-wp/js/jquery/jquery.lightgallery.js?ver=5.3.2	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/plugins/portfolio-wp/js/jquery/jquery.lightgallery9dff.js	(from http://ibrahimduniya.xyz/)
19:20:03	96866/96866	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2015%20Aug%202019%2014:32:10%20GMT	http://ibrahimduniya.xyz/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-includes/js/jquery/jquery4a5f.js	(from http://ibrahimduniya.xyz/)
19:20:03	1340/1340	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2018%20Jan%202020%2007:49:32%20GMT	http://ibrahimduniya.xyz/wp-content/plugins/yoo-slider/js/gks-main-front.js?ver=5.3.2	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/plugins/yoo-slider/js/gks-main-front9dff.js	(from http://ibrahimduniya.xyz/)
19:20:04	4777/4777	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2018%20Jan%202020%2007:49:32%20GMT	http://ibrahimduniya.xyz/wp-content/plugins/yoo-slider/js/gks-helper.js?ver=5.3.2	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/plugins/yoo-slider/js/gks-helper9dff.js	(from http://ibrahimduniya.xyz/)
19:20:04	1542/1542	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2018%20Jan%202020%2007:49:32%20GMT	http://ibrahimduniya.xyz/wp-content/plugins/yoo-slider/js/froogaloop2.min.js?ver=5.3.2	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/plugins/yoo-slider/js/froogaloop2.min9dff.js	(from http://ibrahimduniya.xyz/)
19:20:04	54222/54222	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2007%20Sep%202019%2008:13:51%20GMT	http://ibrahimduniya.xyz/wp-content/plugins/portfolio-wp/js/owl-carousel/owl.carousel.js?ver=5.3.2	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/plugins/portfolio-wp/js/owl-carousel/owl.carousel9dff.js	(from http://ibrahimduniya.xyz/)
19:20:04	0/0	---M--	200	added ('OK')	application/javascript	date:Sat,%2018%20Jan%202020%2007:49:32%20GMT	http://ibrahimduniya.xyz/wp-content/plugins/yoo-slider/js/gks-user-scripts.js?ver=5.3.2	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/plugins/yoo-slider/js/gks-user-scripts9dff.js	(from http://ibrahimduniya.xyz/)
19:20:04	1538/1538	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2001%20Dec%202018%2017:41:07%20GMT	http://ibrahimduniya.xyz/wp-content/themes/Newspaper/assets/js/active.js?ver=5.3.2	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/themes/Newspaper/assets/js/active9dff.js	(from http://ibrahimduniya.xyz/)
19:20:05	54222/54222	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2018%20Jan%202020%2007:49:32%20GMT	http://ibrahimduniya.xyz/wp-content/plugins/yoo-slider/js/viewer/owl-carousel/owl.carousel.js?ver=5.3.2	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/plugins/yoo-slider/js/viewer/owl-carousel/owl.carousel9dff.js	(from http://ibrahimduniya.xyz/)
19:20:06	4576/4576	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2001%20Dec%202018%2017:41:07%20GMT	http://ibrahimduniya.xyz/wp-content/themes/Newspaper/assets/js/jquery.vide.min.js?ver=5.3.2	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/themes/Newspaper/assets/js/jquery.vide.min9dff.js	(from http://ibrahimduniya.xyz/)
19:20:07	45935/45935	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2001%20Dec%202018%2017:41:07%20GMT	http://ibrahimduniya.xyz/wp-content/themes/Newspaper/assets/js/bootstrap.js?ver=5.3.2	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/themes/Newspaper/assets/js/bootstrap9dff.js	(from http://ibrahimduniya.xyz/)
19:20:07	1851/1851	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2001%20Dec%202018%2017:41:07%20GMT	http://ibrahimduniya.xyz/wp-content/themes/Newspaper/assets/js/script.js?ver=5.3.2	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/themes/Newspaper/assets/js/script9dff.js	(from http://ibrahimduniya.xyz/)
19:20:08	3375/3375	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2001%20Dec%202018%2017:41:07%20GMT	http://ibrahimduniya.xyz/wp-content/themes/Newspaper/assets/js/typewriting.min.js?ver=5.3.2	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/themes/Newspaper/assets/js/typewriting.min9dff.js	(from http://ibrahimduniya.xyz/)
19:20:08	197986/197986	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Jul%202019%2007:48:34%20GMT	http://ibrahimduniya.xyz/wp-content/uploads/2019/07/screenshot.png	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/uploads/2019/07/screenshot.png	(from http://ibrahimduniya.xyz/)
19:20:08	8157/8157	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2001%20Dec%202018%2017:41:07%20GMT	http://ibrahimduniya.xyz/wp-content/themes/Newspaper/assets/js/wow.min.js?ver=5.3.2	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/themes/Newspaper/assets/js/wow.min9dff.js	(from http://ibrahimduniya.xyz/)
19:20:09	85659/85659	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2001%20Dec%202018%2017:41:07%20GMT	http://ibrahimduniya.xyz/wp-content/themes/Newspaper/assets/js/jquery-2.2.3.min.js?ver=5.3.2	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/themes/Newspaper/assets/js/jquery-2.2.3.min9dff.js	(from http://ibrahimduniya.xyz/)
19:20:09	810/810	---MCZ	200	added ('OK')	text/xml	date:Wed,%2026%20Feb%202020%2013:20:18%20GMT	http://ibrahimduniya.xyz/xmlrpc.php?rsd	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/xmlrpc0db0.php	(from http://ibrahimduniya.xyz/)
19:20:10	93077/93077	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2001%20Dec%202018%2017:41:07%20GMT	http://ibrahimduniya.xyz/wp-content/themes/Newspaper/assets/js/lightbox-plus-jquery.min.js?ver=5.3.2	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/themes/Newspaper/assets/js/lightbox-plus-jquery.min9dff.js	(from http://ibrahimduniya.xyz/)
